Double Transactions
MALIKA : $36.91; 27/12/2016 03:56:02; $36.91; 27/12/2016 03:56:05
THRESA : $4.15; 27/12/2016 12:07:21; $4.15; 27/12/2016 12:09:00
TERRIE : $42.1; 27/12/2016 16:51:21; $42.1; 27/12/2016 16:53:38
HARMONY : $114.63; 27/12/2016 07:12:25; $114.63; 27/12/2016 07:15:27
CAMILLE : $22.59; 27/12/2016 09:50:51; $22.59; 27/12/2016 09:46:45
GABRIELLA : $1013.26; 27/12/2016 11:40:22; $1013.26; 27/12/2016 11:44:44
JULIANN : $1032.61; 27/12/2016 16:52:37; $1032.61; 27/12/2016 16:57:05
CATHARINE : $898.84; 27/12/2016 21:32:06; $898.84; 27/12/2016 21:33:03
LAKISHA : $24.14; 27/12/2016 14:20:45; $24.14; 27/12/2016 14:16:42
TAMARA : $489.1; 01/01/2017 03:16:17; $489.1; 01/01/2017 03:19:22

Suspicious Transactions
LASHUNDA : $74.2; 27/12/2016 19:42:33
LISSETTE : 1361.95 1255.51 1198.83 1091.79 970.20 # of transactions = 29; avg = 545.02
LITA : 912.59 844.70 822.43 787.57 787.53 # of transactions = 59; avg = 418.61
LIVIA : 719.18 715.45 711.89 705.92 704.54 # of transactions = 82; avg = 385.39
LIZ : 1444.47 1443.20 1438.35 1434.32 1371.79 # of transactions = 100; avg = 685.48
LIZA : 71.59 70.98 70.80 70.27 69.01 # of transactions = 82; avg = 39.71
LIZABETH : 1143.05 1119.47 1111.11 1085.59 1061.77 # of transactions = 54; avg = 589.84
LIZBETH : 142.21 140.83 138.74 138.03 136.26 # of transactions = 100; avg = 71.72
LIZETH : 992.02 960.89 952.52 933.29 900.17 # of transactions = 26; avg = 546.60
LIZETTE : 10513.85 9836.34 9799.99 8462.90 7563.04 # of transactions = 21; avg = 5959.89
LIZZETTE : 937.26 907.25 904.65 893.93 875.13 # of transactions = 74; avg = 497.93
LIZZIE : 125.52 124.55 123.67 122.81 121.90 # of transactions = 100; avg = 62.13
LOAN : 9076.77 9009.96 8479.88 8479.33 8334.31 # of transactions = 52; avg = 4583.73
LOGAN : 112.19 111.80 109.16 109.12 107.66 # of transactions = 100; avg = 59.99
LOIDA : 61.53 60.65 60.42 56.68 56.57 # of transactions = 48; avg = 32.72
LOIS : 66.91 64.95 64.82 61.03 58.84 # of transactions = 51; avg = 28.81
LOISE : 964.15 953.13 937.08 933.03 928.70 # of transactions = 100; avg = 518.21
LOLA : 965.66 946.54 847.45 839.46 688.91 # of transactions = 27; avg = 490.43
LOLITA : 117.49 116.52 116.24 113.84 112.20 # of transactions = 18; avg = 81.67
LOMA : 122.56 121.54 120.29 119.28 112.65 # of transactions = 56; avg = 63.01
LONA : 94.60 94.19 92.81 90.06 86.70 # of transactions = 18; avg = 58.09
LONDA : 1001.36 976.74 972.64 964.12 955.75 # of transactions = 52; avg = 534.32
LONI : 60.25 59.72 54.42 47.45 45.82 # of transactions = 26; avg = 35.10
LONNA : 656.17 655.63 651.53 646.76 633.16 # of transactions = 100; avg = 332.91
LONNIE : 100.76 100.31 100.30 99.60 97.51 # of transactions = 100; avg = 54.23
LORA : 132.51 129.95 125.84 124.66 120.93 # of transactions = 74; avg = 73.51
LORAINE : 56.83 55.56 55.00 53.46 53.04 # of transactions = 77; avg = 29.24
LORALEE : 109.34 109.09 104.51 101.73 96.01 # of transactions = 41; avg = 62.65
LORE : 108.52 107.71 107.06 96.43 96.14 # of transactions = 41; avg = 50.26
LOREAN : 549.10 546.61 532.33 512.98 512.54 # of transactions = 100; avg = 267.41
LOREE : 1436.83 1432.91 1406.52 1402.86 1379.97 # of transactions = 100; avg = 731.18
LOREEN : 6228.05 6217.00 6213.36 6172.07 6151.25 # of transactions = 100; avg = 3206.94
LORELEI : 6047.21 6034.70 5867.64 5838.16 5654.37 # of transactions = 64; avg = 3215.33
LOREN : 10449.87 10424.15 10322.03 10262.93 10226.52 # of transactions = 100; avg = 5809.94
LORENA : 899.81 892.57 822.44 795.31 682.70 # of transactions = 25; avg = 512.51
LORENE : 61.78 61.61 61.50 60.91 60.81 # of transactions = 100; avg = 34.84
LORENZA : 147.88 146.13 142.93 141.78 141.28 # of transactions = 100; avg = 68.55
LORETA : 108.05 107.86 105.86 104.17 103.92 # of transactions = 75; avg = 58.37
LORETTA : 139.85 135.58 120.27 117.82 111.58 # of transactions = 65; avg = 58.06
LORETTE : 117.09 104.85 104.57 97.60 95.13 # of transactions = 26; avg = 65.39
LORI : 9801.21 9635.25 9614.58 9580.09 9506.60 # of transactions = 74; avg = 4751.02
LORIA : 1031.22 1022.00 1016.96 1006.74 998.99 # of transactions = 100; avg = 481.44
LORIANN : 949.30 934.52 930.46 914.40 897.41 # of transactions = 27; avg = 496.87
LORIE : 119.44 118.32 114.09 112.85 109.54 # of transactions = 55; avg = 55.82
LORILEE : 83.84 83.44 82.30 80.24 78.41 # of transactions = 76; avg = 42.79
LORINA : 5765.34 5266.53 5073.78 4682.43 3442.26 # of transactions = 17; avg = 2360.23
LORINDA : 136.17 133.57 131.83 124.42 120.10 # of transactions = 54; avg = 70.94
LORINE : 102.96 102.96 102.36 102.07 101.74 # of transactions = 100; avg = 52.38
LORIS : 1272.83 1254.82 1198.92 1163.88 1151.57 # of transactions = 47; avg = 661.71
LORITA : 924.99 924.87 893.60 851.44 843.01 # of transactions = 50; avg = 477.16
LORNA : 115.63 111.02 105.61 104.08 101.36 # of transactions = 52; avg = 58.29
LORRAINE : 92.74 86.58 85.93 85.60 85.24 # of transactions = 76; avg = 48.85
LORRETTA : 865.77 852.07 844.38 838.74 833.32 # of transactions = 100; avg = 419.67
LORRI : 73.06 72.99 71.66 70.59 70.10 # of transactions = 100; avg = 37.62
LORRIANE : 822.86 810.03 800.37 799.05 786.66 # of transactions = 33; avg = 446.21
LORRIE : 960.88 947.58 941.39 929.28 910.45 # of transactions = 67; avg = 546.88
LORRINE : 51.70 51.56 50.34 49.24 49.23 # of transactions = 100; avg = 27.47
LORY : 1278.27 1264.60 1264.31 1245.40 1229.37 # of transactions = 56; avg = 691.00
LOTTIE : 115.34 102.78 94.17 93.91 87.99 # of transactions = 24; avg = 50.29
LOU : 59.89 58.79 57.91 57.86 57.20 # of transactions = 79; avg = 33.31
LOUANN : 978.89 924.65 859.87 838.36 834.84 # of transactions = 24; avg = 510.26
LOUANNE : 109.52 108.47 107.68 107.57 105.36 # of transactions = 48; avg = 56.21
LOUELLA : 144.39 143.50 143.05 139.73 138.57 # of transactions = 78; avg = 76.09
LOUETTA : 94.78 89.11 89.09 87.29 87.03 # of transactions = 100; avg = 46.72
LOUIE : 1251.94 1245.11 1216.90 1209.72 1196.07 # of transactions = 76; avg = 652.99
LOUIS : 65.48 63.96 63.33 62.66 62.26 # of transactions = 45; avg = 32.67
LOUISA : 915.49 896.91 854.25 854.06 840.13 # of transactions = 80; avg = 448.07
LOUISE : 148.83 147.56 145.88 143.27 142.48 # of transactions = 72; avg = 75.43
LOURA : 540.22 530.31 526.54 495.37 493.88 # of transactions = 39; avg = 293.41
LOURDES : 1355.49 1340.26 1316.97 1255.98 1245.48 # of transactions = 51; avg = 706.58
LOURIE : 1195.60 1191.88 1186.74 1165.77 1165.75 # of transactions = 100; avg = 630.77
LOUVENIA : 65.52 65.31 64.79 63.72 63.00 # of transactions = 72; avg = 33.10
LOVE : 84.44 83.78 82.83 80.96 77.80 # of transactions = 54; avg = 43.26
LOVELLA : 137.40 136.79 136.54 136.09 134.98 # of transactions = 80; avg = 69.49
LOVETTA : 516.55 511.04 501.58 488.84 485.90 # of transactions = 46; avg = 283.57
LOVIE : 136.35 133.61 130.20 121.84 118.71 # of transactions = 69; avg = 64.53
LOYCE : 80.27 80.01 75.35 73.50 69.65 # of transactions = 30; avg = 44.77
LU : 1289.38 1269.72 1256.68 1246.61 1231.74 # of transactions = 83; avg = 673.59
LUANA : 127.49 127.42 125.63 124.42 124.32 # of transactions = 69; avg = 67.70
LUANN : 1230.24 1229.02 1225.09 1185.84 1171.07 # of transactions = 70; avg = 632.48
LUANNA : 1099.77 1094.57 1040.88 1024.73 1004.89 # of transactions = 51; avg = 482.43
LUANNE : 95.62 94.90 94.73 93.74 90.97 # of transactions = 51; avg = 50.64
LUBA : 2723.18 2713.72 2588.91 2553.81 2509.42 # of transactions = 43; avg = 1384.26
LUCI : 139.10 128.62 122.49 117.53 113.28 # of transactions = 30; avg = 73.25
LUCIA : 784.84 770.93 742.81 736.93 734.16 # of transactions = 79; avg = 355.30
LUCIANA : 771.31 769.70 752.17 731.26 724.78 # of transactions = 100; avg = 360.56
LUCIE : 514.75 511.90 497.52 492.78 478.58 # of transactions = 53; avg = 267.40
LUCIENNE : 768.50 759.11 690.81 611.75 604.04 # of transactions = 29; avg = 443.93
LUCILA : 1348.93 1345.02 1344.29 1338.15 1300.80 # of transactions = 100; avg = 658.41
LUCILE : 1168.18 1157.83 1153.33 1149.71 1149.28 # of transactions = 100; avg = 579.18
LUCILLA : 9612.20 9600.89 9400.91 9216.56 8613.75 # of transactions = 25; avg = 4628.74
LUCILLE : 8595.03 8442.95 8287.80 7898.84 7887.40 # of transactions = 77; avg = 4307.74
LUCINA : 1370.56 1359.74 1359.51 1354.44 1283.03 # of transactions = 82; avg = 656.64
LUCINDA : 7212.88 7173.54 6995.81 6953.05 6931.83 # of transactions = 100; avg = 3733.58
LUCRECIA : 66.27 65.57 63.49 61.92 61.44 # of transactions = 21; avg = 36.67
LUCRETIA : 719.54 703.75 703.07 702.49 701.16 # of transactions = 78; avg = 384.47
LUCY : 858.31 851.92 848.39 834.94 829.81 # of transactions = 74; avg = 453.70
LUDIE : 769.04 762.55 748.28 741.36 734.81 # of transactions = 78; avg = 407.89
LUDIVINA : 5745.86 5610.29 5569.82 5556.77 5507.50 # of transactions = 100; avg = 2921.27
LUE : 104.04 101.67 100.91 82.84 81.78 # of transactions = 26; avg = 47.95
LUELLA : 1118.61 1105.39 1081.16 1045.29 1028.57 # of transactions = 55; avg = 537.48
LUETTA : 133.84 131.42 130.58 130.35 128.71 # of transactions = 76; avg = 69.71
LUIS : 118.42 118.01 111.52 104.04 103.09 # of transactions = 23; avg = 74.79
LUISA : 1199.25 1192.71 1178.21 1132.63 1128.46 # of transactions = 69; avg = 647.08
LUISE : 1288.37 1183.80 1167.46 1150.48 1121.30 # of transactions = 54; avg = 575.78
LULA : 77.94 77.68 76.91 75.44 74.27 # of transactions = 100; avg = 39.69
LULU : 950.37 939.83 938.77 873.27 867.57 # of transactions = 53; avg = 494.41
LUNA : 108.72 106.88 106.14 104.51 103.93 # of transactions = 74; avg = 54.01
LUPE : 908.95 878.75 850.18 831.14 811.64 # of transactions = 28; avg = 449.64
LUPITA : 122.66 115.10 113.38 110.41 109.87 # of transactions = 60; avg = 63.97
LURA : 561.81 556.28 551.35 549.91 541.09 # of transactions = 86; avg = 268.57
LURLENE : 1103.24 1079.90 1053.96 1003.99 973.84 # of transactions = 22; avg = 645.54
LURLINE : 572.45 569.37 563.16 546.43 543.91 # of transactions = 79; avg = 295.68
LUVENIA : 141.61 138.64 138.09 134.05 130.96 # of transactions = 79; avg = 67.20
LUZ : 673.22 657.12 629.85 626.89 617.22 # of transactions = 44; avg = 366.77
LYDA : 4915.63 4911.28 4893.29 4879.18 4829.53 # of transactions = 100; avg = 2506.94
LYDIA : 110.98 109.37 107.31 106.22 104.83 # of transactions = 77; avg = 60.70
LYLA : 1423.28 1340.26 1317.69 1292.68 1287.96 # of transactions = 75; avg = 590.09
LYN : 814.90 787.44 759.85 732.11 689.55 # of transactions = 22; avg = 430.01
LYNDA : 729.06 713.25 711.19 707.51 700.13 # of transactions = 100; avg = 388.23
LYNDIA : 1330.79 1278.52 1270.53 1212.96 1175.38 # of transactions = 33; avg = 670.68
LYNDSAY : 1327.97 1275.04 1259.42 1240.70 1202.59 # of transactions = 25; avg = 702.86
LYNDSEY : 1107.33 1100.06 1079.48 1073.03 1063.79 # of transactions = 100; avg = 511.22
LYNELL : 66.95 66.18 65.76 64.96 63.63 # of transactions = 100; avg = 32.91
LYNELLE : 84.24 82.56 82.49 81.64 81.60 # of transactions = 100; avg = 43.91
LYNETTA : 535.21 454.36 408.02 358.73 254.08 # of transactions = 20; avg = 202.13
LYNETTE : 130.72 129.79 127.89 126.60 125.21 # of transactions = 78; avg = 65.10
LYNN : 137.54 137.22 133.89 132.71 131.80 # of transactions = 100; avg = 64.09
LYNNA : 667.11 657.30 634.23 610.01 575.17 # of transactions = 44; avg = 328.09
LYNNE : 1056.25 1005.86 1005.13 995.02 986.41 # of transactions = 78; avg = 595.00
LYNNETTE : 1031.91 994.81 972.64 969.17 968.97 # of transactions = 75; avg = 473.55
LYNSEY : 86.60 86.43 82.58 81.29 79.82 # of transactions = 27; avg = 44.97
MA : 955.21 942.10 909.59 908.10 900.04 # of transactions = 79; avg = 474.19
MABEL : 134.76 133.11 132.41 128.81 126.71 # of transactions = 100; avg = 64.42
MABELLE : 4401.67 4073.73 3865.80 3757.45 3569.15 # of transactions = 23; avg = 2381.67
MABLE : 1214.09 1209.95 1208.06 1200.18 1192.36 # of transactions = 73; avg = 718.27
MACHELLE : 145.77 144.11 139.78 139.61 135.80 # of transactions = 81; avg = 77.95
MACIE : 951.09 874.76 814.44 774.77 772.23 # of transactions = 23; avg = 546.71
MACKENZIE : 1135.23 1129.00 1083.57 1080.45 1080.17 # of transactions = 82; avg = 583.01
MACY : 57.89 57.85 57.07 56.35 55.12 # of transactions = 100; avg = 28.04
MADALENE : 1178.84 1178.45 1172.65 1164.20 1162.02 # of transactions = 100; avg = 587.04
MADALINE : 10287.34 10281.84 10149.70 10031.92 9960.21 # of transactions = 72; avg = 5770.43
MADALYN : 981.95 976.87 976.01 969.24 947.27 # of transactions = 75; avg = 525.61
MADDIE : 63.68 62.87 62.86 62.47 62.27 # of transactions = 100; avg = 32.10
MADELAINE : 90.72 87.70 87.51 86.58 86.15 # of transactions = 56; avg = 44.34
MADELEINE : 8945.95 8800.29 8628.71 8624.97 8487.31 # of transactions = 100; avg = 4355.80
MADELENE : 812.74 791.10 788.55 780.98 779.73 # of transactions = 76; avg = 350.97
MADELINE : 10487.38 10478.12 10442.48 10407.09 9978.20 # of transactions = 77; avg = 5331.30
MADELYN : 1030.07 1027.70 1012.50 1010.10 996.79 # of transactions = 78; avg = 527.11
MADGE : 58.16 57.62 57.20 57.14 55.84 # of transactions = 100; avg = 30.39
MADIE : 635.81 573.28 555.95 520.83 511.74 # of transactions = 25; avg = 283.95
MADISON : 88.65 87.88 87.61 87.54 86.05 # of transactions = 100; avg = 40.77
MADLYN : 746.96 686.15 670.53 664.27 663.62 # of transactions = 26; avg = 471.12
MADONNA : 7823.53 7660.36 7391.61 7342.19 7051.08 # of transactions = 27; avg = 3946.10
MAE : 620.76 607.29 588.69 576.81 551.53 # of transactions = 46; avg = 302.04
MAEGAN : 1320.07 1317.85 1305.29 1302.55 1285.66 # of transactions = 100; avg = 591.74
MAFALDA : 1394.66 1353.72 1279.25 1152.83 949.47 # of transactions = 17; avg = 666.24
MAGALI : 115.01 114.82 114.49 110.34 110.09 # of transactions = 73; avg = 55.25
MAGALY : 85.58 85.50 85.03 84.02 83.83 # of transactions = 45; avg = 47.71
MAGAN : 90.28 88.40 87.68 86.57 83.23 # of transactions = 23; avg = 46.57
MAGARET : 736.01 726.92 724.07 715.60 708.96 # of transactions = 58; avg = 447.27
MAGDA : 1202.16 1084.31 1069.41 1053.11 1049.05 # of transactions = 28; avg = 710.21
MAGDALEN : 85.54 84.76 84.75 83.68 82.90 # of transactions = 100; avg = 41.36
MAGDALENA : 1063.42 1060.52 1042.22 1034.49 1015.34 # of transactions = 48; avg = 623.34
MAGDALENE : 1378.71 1366.15 1344.60 1334.84 1281.52 # of transactions = 27; avg = 765.96
MAGEN : 93.03 92.74 92.08 91.59 91.31 # of transactions = 100; avg = 51.88
MAGGIE : 1339.64 1337.54 1332.69 1329.32 1305.67 # of transactions = 76; avg = 636.88
MAGNOLIA : 107.39 101.74 88.70 84.40 80.17 # of transactions = 25; avg = 50.49
MAHALIA : 98.39 97.66 96.07 95.81 94.96 # of transactions = 100; avg = 48.86
MAI : 60.68 59.89 56.92 56.32 54.98 # of transactions = 70; avg = 27.54
MAIA : 845.76 840.07 785.82 783.59 767.56 # of transactions = 46; avg = 461.23
MAIDA : 5158.64 5127.09 5098.61 5045.19 4888.71 # of transactions = 71; avg = 2564.30
MAILE : 1123.88 1105.16 1089.73 1063.81 1042.90 # of transactions = 100; avg = 566.35
MAIRA : 135.78 135.53 132.86 131.36 131.21 # of transactions = 100; avg = 73.95
MAIRE : 1447.54 1430.16 1429.78 1406.89 1360.70 # of transactions = 100; avg = 752.58
MAISHA : 894.99 865.21 839.70 838.82 831.15 # of transactions = 62; avg = 446.39
MAISIE : 1453.86 1451.58 1423.49 1416.72 1407.02 # of transactions = 52; avg = 892.41
MAJORIE : 1246.26 1245.12 1076.76 1020.70 962.44 # of transactions = 23; avg = 662.07
MAKEDA : 527.73 520.42 518.67 510.26 506.31 # of transactions = 100; avg = 267.53
MALENA : 9320.77 8964.40 8947.27 8855.09 8446.78 # of transactions = 27; avg = 5545.48
MALIA : 63.87 60.23 54.99 53.89 51.09 # of transactions = 21; avg = 28.14
MALIKA : 120.99 120.46 119.97 119.63 118.37 # of transactions = 101; avg = 60.71
MALINDA : 90.39 90.30 88.38 85.87 82.48 # of transactions = 100; avg = 41.61
MALISA : 144.57 143.85 143.19 139.87 138.49 # of transactions = 79; avg = 79.25
MALISSA : 8799.87 8684.20 8408.35 7516.30 7491.01 # of transactions = 52; avg = 4113.46
MALKA : 126.27 123.05 121.95 121.67 120.17 # of transactions = 100; avg = 60.97
MALLIE : 1230.21 1214.36 1203.11 1194.53 1194.51 # of transactions = 100; avg = 629.35
MALLORY : 129.07 124.49 123.80 121.05 118.90 # of transactions = 50; avg = 56.28
MALORIE : 40.70 39.54 38.40 37.65 33.89 # of transactions = 24; avg = 20.00
MALVINA : 776.97 708.41 699.97 682.43 672.69 # of transactions = 25; avg = 411.85
MAMIE : 80.38 80.11 80.07 78.33 77.71 # of transactions = 53; avg = 41.62
MAMMIE : 897.81 897.70 894.81 884.20 882.11 # of transactions = 82; avg = 398.76
MAN : 1127.42 1121.38 1115.73 1102.08 1072.42 # of transactions = 100; avg = 549.98
MANA : 105.99 101.75 99.57 97.73 94.37 # of transactions = 100; avg = 46.15
MANDA : 530.25 521.56 517.48 515.08 508.85 # of transactions = 100; avg = 249.01
MANDI : 1324.36 1309.49 1296.92 1250.68 1215.22 # of transactions = 46; avg = 757.78
MANDIE : 57.66 57.44 56.36 54.45 53.38 # of transactions = 78; avg = 29.06
MANDY : 82.12 81.66 81.34 80.03 78.99 # of transactions = 100; avg = 41.73
MANIE : 133.08 131.33 131.00 130.38 128.78 # of transactions = 77; avg = 63.93
MANUELA : 834.06 807.76 800.15 799.14 770.46 # of transactions = 48; avg = 378.46
MANY : 63.80 62.60 62.28 62.21 61.54 # of transactions = 100; avg = 32.00
MAO : 3213.79 3209.17 3164.16 3119.37 3077.21 # of transactions = 53; avg = 1904.00
MAPLE : 113.00 112.32 112.00 111.42 111.05 # of transactions = 100; avg = 56.01
MARA : 1378.24 1357.35 1357.12 1324.89 1296.61 # of transactions = 100; avg = 705.66
MARAGARET : 698.98 650.24 642.79 634.71 623.08 # of transactions = 32; avg = 360.79
MARAGRET : 128.52 118.97 117.54 112.67 112.54 # of transactions = 26; avg = 63.99
MARANDA : 626.92 618.78 615.56 613.11 608.00 # of transactions = 100; avg = 335.47
MARCELA : 1228.98 1219.73 1205.29 1170.72 1157.33 # of transactions = 71; avg = 567.43
MARCELENE : 1232.48 1231.04 1220.63 1214.94 1205.84 # of transactions = 100; avg = 620.60
MARCELINA : 958.79 957.96 940.27 934.45 934.08 # of transactions = 71; avg = 540.49
MARCELINE : 110.41 105.22 103.54 100.16 97.75 # of transactions = 44; avg = 49.44
MARCELL : 1023.01 1011.89 1006.22 993.29 975.01 # of transactions = 78; avg = 529.11
MARCELLA : 570.71 567.52 566.78 565.68 537.42 # of transactions = 54; avg = 290.68
MARCELLE : 61.89 61.14 53.25 48.24 44.04 # of transactions = 16; avg = 29.25
MARCENE : 123.93 123.26 122.56 120.82 119.63 # of transactions = 44; avg = 71.24
MARCHELLE : 1405.94 1389.68 1374.39 1370.76 1364.20 # of transactions = 79; avg = 712.30
MARCI : 9578.20 9488.18 9348.25 9071.69 8970.62 # of transactions = 72; avg = 5302.88
MARCIA : 136.87 132.86 130.30 129.23 125.96 # of transactions = 25; avg = 84.34
MARCIE : 91.45 90.62 82.73 68.81 59.08 # of transactions = 27; avg = 37.62
MARCY : 4194.68 3871.23 3800.72 3730.07 3204.95 # of transactions = 24; avg = 1948.71
MARDELL : 86.66 84.22 82.33 74.33 69.38 # of transactions = 21; avg = 41.36
MAREN : 984.74 983.61 982.89 973.58 965.69 # of transactions = 81; avg = 502.47
MARG : 100.18 100.11 100.00 99.08 98.75 # of transactions = 100; avg = 51.32
MARGARET : 1043.28 976.46 956.83 867.18 825.91 # of transactions = 25; avg = 496.80
MARGARETA : 1317.58 1278.60 1273.20 1247.06 1240.11 # of transactions = 75; avg = 664.16
MARGARETE : 120.75 118.92 116.48 116.41 116.26 # of transactions = 79; avg = 58.45
MARGARETT : 3429.81 3409.85 3345.22 3332.68 3300.87 # of transactions = 80; avg = 1782.45
MARGARETTA : 1173.01 1106.30 1103.12 1088.52 1073.37 # of transactions = 27; avg = 579.63
MARGARETTE : 666.75 653.44 626.70 578.18 576.48 # of transactions = 31; avg = 366.46
MARGARITA : 76.20 67.39 67.12 62.25 54.31 # of transactions = 25; avg = 34.05
MARGARITE : 517.08 515.70 512.49 484.28 484.00 # of transactions = 47; avg = 285.96
MARGART : 79.35 78.34 78.07 77.16 76.69 # of transactions = 100; avg = 41.89
MARGE : 876.83 871.56 865.09 859.85 837.35 # of transactions = 52; avg = 436.00
MARGENE : 6203.64 6053.14 6043.11 5995.08 5949.04 # of transactions = 100; avg = 3136.23
MARGERET : 7951.09 7939.85 7880.59 7818.24 7666.05 # of transactions = 100; avg = 4241.99
MARGERT : 9058.42 8510.78 8405.54 8167.71 7755.84 # of transactions = 25; avg = 4906.82
MARGERY : 1279.77 1272.05 1270.15 1237.35 1229.57 # of transactions = 23; avg = 680.12
MARGET : 75.96 75.90 74.79 74.55 73.95 # of transactions = 69; avg = 40.73
MARGHERITA : 9795.35 9695.41 9183.02 9150.56 9008.84 # of transactions = 54; avg = 4615.84
MARGIE : 68.95 58.56 50.97 47.74 47.69 # of transactions = 23; avg = 33.22
MARGIT : 4622.75 4519.27 4484.30 4476.92 4388.15 # of transactions = 50; avg = 2473.43
MARGO : 75.00 73.77 72.45 70.72 70.05 # of transactions = 33; avg = 38.51
MARGORIE : 1236.30 1186.22 1184.17 1151.34 1119.85 # of transactions = 100; avg = 610.55
MARGOT : 140.48 136.46 134.69 133.65 132.12 # of transactions = 68; avg = 69.48
MARGRET : 554.07 548.34 546.70 540.88 537.79 # of transactions = 71; avg = 292.60
MARGRETT : 121.63 121.36 120.48 119.99 117.55 # of transactions = 100; avg = 63.11
MARGUERITA : 1313.86 1304.50 1300.02 1225.94 1176.16 # of transactions = 48; avg = 607.21
MARGUERITE : 102.57 99.95 95.95 87.41 86.06 # of transactions = 24; avg = 59.76
MARGURITE : 73.92 73.16 72.89 72.23 70.60 # of transactions = 71; avg = 43.15
MARGY : 5026.67 4857.09 4827.49 4602.28 4548.81 # of transactions = 23; avg = 3216.63
MARHTA : 560.14 537.36 522.47 522.05 515.07 # of transactions = 83; avg = 273.21
MARI : 98.00 96.68 94.31 93.40 92.13 # of transactions = 100; avg = 44.67
MARIA : 1330.19 1320.08 1257.57 1233.36 1194.98 # of transactions = 47; avg = 668.70
MARIAH : 4733.66 4546.56 4443.08 4156.29 4104.60 # of transactions = 23; avg = 2729.87
MARIAM : 1261.20 1259.47 1253.05 1250.58 1239.53 # of transactions = 77; avg = 603.86
MARIAN : 606.64 596.29 593.69 557.51 549.28 # of transactions = 25; avg = 289.67
MARIANA : 626.42 622.74 610.16 609.17 608.84 # of transactions = 100; avg = 334.54
MARIANELA : 109.43 106.87 101.49 96.25 91.22 # of transactions = 31; avg = 58.42
MARIANN : 96.69 96.53 95.49 94.96 93.59 # of transactions = 80; avg = 47.05
MARIANNA : 1057.37 1056.40 1038.68 1032.96 1032.60 # of transactions = 75; avg = 539.81
MARIANNE : 113.26 110.16 109.29 108.27 107.82 # of transactions = 100; avg = 54.44
MARIBEL : 1446.62 1438.69 1433.83 1433.47 1402.29 # of transactions = 73; avg = 757.15
MARIBETH : 142.52 142.27 141.74 141.53 141.34 # of transactions = 77; avg = 73.65
MARICA : 710.81 702.43 680.48 673.26 663.80 # of transactions = 100; avg = 332.52
MARICELA : 134.92 134.82 134.23 133.14 132.95 # of transactions = 100; avg = 70.00
MARICRUZ : 846.41 841.44 802.23 790.97 780.65 # of transactions = 78; avg = 411.19
MARIE : 906.96 886.93 880.36 864.82 853.74 # of transactions = 84; avg = 423.04
MARIEL : 519.08 513.16 510.86 505.13 497.97 # of transactions = 100; avg = 275.58
MARIELA : 1158.33 1105.13 1033.88 933.23 921.81 # of transactions = 17; avg = 637.92
MARIELLA : 4057.46 4050.27 3985.08 3966.04 3921.28 # of transactions = 100; avg = 2157.07
MARIELLE : 104.26 102.00 99.84 99.18 98.85 # of transactions = 71; avg = 51.24
MARIETTA : 97.56 96.59 92.41 92.24 90.17 # of transactions = 74; avg = 44.96
MARIETTE : 132.77 126.31 117.68 108.05 102.86 # of transactions = 30; avg = 63.52
MARIKO : 130.51 130.01 107.88 101.68 96.71 # of transactions = 24; avg = 59.74
MARILEE : 1085.97 1070.59 1070.39 1067.90 1058.90 # of transactions = 77; avg = 622.62
MARILOU : 9909.62 9820.19 9546.52 9134.74 9129.78 # of transactions = 71; avg = 5430.65
MARILU : 73.80 73.21 71.80 71.75 71.23 # of transactions = 76; avg = 41.89
MARILYN : 1299.50 1296.26 1292.51 1289.82 1282.04 # of transactions = 100; avg = 635.17
MARILYNN : 903.66 877.05 816.10 810.38 793.44 # of transactions = 20; avg = 558.82
MARIN : 137.41 137.16 136.63 136.09 134.04 # of transactions = 72; avg = 67.84
MARINA : 523.85 503.21 449.69 433.22 423.17 # of transactions = 18; avg = 308.67
MARINDA : 817.13 808.93 803.98 791.43 785.79 # of transactions = 44; avg = 455.71
MARINE : 114.88 114.56 114.30 113.56 112.61 # of transactions = 100; avg = 59.80
MARIO : 1243.85 1239.32 1018.35 1009.16 983.63 # of transactions = 25; avg = 542.29
MARION : 1310.48 1262.89 1199.68 1186.53 1142.57 # of transactions = 73; avg = 612.03
MARIS : 98.45 95.74 95.49 95.38 95.19 # of transactions = 100; avg = 49.96
MARISA : 1428.77 1422.35 1413.09 1395.39 1382.65 # of transactions = 48; avg = 804.93
MARISELA : 62.41 60.81 57.84 57.37 56.67 # of transactions = 56; avg = 33.80
MARISHA : 807.19 806.69 781.58 781.03 769.15 # of transactions = 100; avg = 398.05
MARISOL : 1295.10 1275.68 1272.14 1253.81 1243.45 # of transactions = 100; avg = 700.37
MARISSA : 736.14 735.83 713.68 691.69 682.13 # of transactions = 100; avg = 372.61
MARITA : 8564.08 8058.70 7969.49 7466.53 5613.16 # of transactions = 16; avg = 4570.67
MARITZA : 129.90 122.34 121.89 118.91 118.54 # of transactions = 53; avg = 67.14
MARIVEL : 814.64 812.78 770.14 748.74 742.21 # of transactions = 77; avg = 398.73
MARJORIE : 1143.00 1095.16 1095.07 1088.94 1045.95 # of transactions = 29; avg = 522.68
MARJORY : 10101.48 10035.98 9490.44 8907.50 8760.56 # of transactions = 30; avg = 5825.81
